,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
2454,CT,107,408,0,0,0,90.7,90,207.5,109,169.4,96,5.6,5,2,0
2455,MA,80,408,0,1,36,190.3,115,256.6,78,214.9,145,3.8,4,1,0
2456,MS,78,408,0,0,0,108.6,108,209.9,126,222.6,117,7.9,5,1,1
2457,AK,61,415,0,1,15,252.4,106,187.8,69,259.6,137,10.0,3,2,0
2458,DE,97,415,0,1,32,183.4,94,269.1,120,203.5,38,6.7,4,5,0
2459,OH,136,408,1,0,0,183.4,103,141.9,113,200.4,122,10.4,9,2,0
2460,MN,135,408,0,0,0,155.2,100,135.9,84,184.6,82,3.8,9,3,0
2461,CA,87,415,0,1,19,165.8,122,186.9,89,249.7,78,0.0,0,1,0
2462,OH,165,510,0,0,0,209.4,67,273.8,89,150.2,88,12.8,1,0,0
2463,NV,148,415,0,0,0,279.3,104,201.6,87,280.8,99,7.9,2,2,1
2464,NM,127,415,1,0,0,256.5,87,222.1,101,156.7,122,13.0,3,1,0
2465,WY,151,415,0,0,0,170.2,89,187.5,83,119.5,100,4.3,3,0,0
2466,CA,185,408,0,0,0,139.6,92,250.2,115,158.1,79,10.8,4,1,0
2467,KS,65,415,0,1,34,208.8,119,142.1,106,214.6,87,12.5,4,4,0
2468,WY,58,510,0,0,0,210.1,126,248.9,108,158.6,88,14.4,2,4,0
2469,UT,44,415,0,0,0,202.6,89,163.0,96,268.1,151,8.3,3,0,0
2470,MA,58,408,0,0,0,174.4,112,265.8,122,182.4,87,0.0,0,4,0
2471,UT,108,415,0,0,0,210.6,117,164.2,103,201.4,68,9.4,5,0,0
2472,MN,132,510,0,0,0,121.5,88,253.0,124,195.7,120,10.7,4,1,0
2473,NE,80,415,0,0,0,127.8,67,181.6,112,197.3,63,15.9,2,2,0
2474,OH,162,415,0,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2,0
2475,KY,110,510,0,0,0,99.4,62,275.0,86,212.1,94,16.7,3,2,0
2476,WA,96,415,0,0,0,276.9,105,246.9,94,254.4,107,10.3,3,1,1
2477,IN,72,510,0,0,0,287.4,116,235.3,126,292.1,114,5.0,3,4,1
2478,CO,125,408,0,1,23,120.5,104,227.8,115,158.5,100,10.2,3,1,0
2479,DC,170,510,0,0,0,184.1,106,204.9,70,224.3,133,9.8,3,2,0
2480,AK,71,510,0,0,0,185.0,84,232.5,129,191.1,82,14.9,4,3,0
2481,SC,124,415,0,0,0,160.9,109,144.2,152,120.4,97,12.9,12,1,0
2482,UT,97,415,0,0,0,209.2,134,0.0,0,175.4,94,11.8,6,1,0
2483,IL,98,510,1,0,0,158.4,71,306.6,66,144.2,93,2.1,4,1,0
2484,DC,24,408,0,0,0,149.0,73,131.0,81,238.6,69,8.6,3,2,1
2485,DC,136,510,0,0,0,204.5,63,208.8,95,224.0,119,9.8,2,0,0
2486,OK,44,408,0,0,0,288.8,86,175.9,87,215.4,106,9.5,2,0,1
2487,KY,96,415,0,1,40,108.6,90,206.4,154,126.3,118,13.4,4,0,0
2488,NE,31,415,0,0,0,97.5,129,260.4,78,88.7,100,7.0,5,1,0
2489,AL,72,415,0,0,0,166.5,102,261.0,103,262.7,85,13.3,5,0,0
2490,HI,24,415,0,0,0,156.2,104,90.0,101,205.1,116,7.3,5,1,0
2491,GA,117,415,1,0,0,287.4,118,259.6,84,153.2,86,10.0,3,1,1
2492,KS,137,415,0,1,19,175.3,96,241.3,146,211.4,109,7.8,2,0,0
2493,PA,136,408,0,0,0,102.1,75,219.5,97,73.7,92,9.8,5,0,0
2494,UT,95,415,0,0,0,157.9,103,259.6,90,230.0,117,14.0,2,0,0
2495,OR,82,415,0,1,19,146.5,73,246.4,65,199.0,114,4.1,4,1,0
2496,ND,145,415,0,0,0,245.8,116,286.7,91,240.7,115,9.0,13,1,1
2497,MN,155,408,1,0,0,250.8,146,152.5,105,148.1,104,10.0,5,2,0
2498,TX,53,415,0,0,0,119.7,113,189.7,84,256.2,108,12.9,7,2,0
2499,WY,123,415,0,0,0,242.2,87,226.1,101,268.6,121,8.2,3,5,1
2500,GA,136,415,0,0,0,163.4,83,249.3,119,249.7,90,9.8,4,7,0
2501,TX,57,415,0,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3,0
2502,WV,62,408,0,0,0,128.7,111,169.5,104,193.6,97,10.3,5,1,0
2503,NM,112,415,0,0,0,81.6,94,268.1,112,140.8,75,8.6,18,1,0
2504,MI,55,415,0,1,20,207.7,91,199.7,113,216.5,110,7.3,1,1,0
2505,NY,125,415,0,0,0,233.3,65,209.8,93,210.6,109,9.1,4,1,0
2506,KY,98,415,0,1,36,168.0,81,163.2,125,172.7,120,8.0,2,6,1
2507,SD,105,415,0,0,0,251.6,88,175.1,103,184.4,112,5.4,5,1,0
2508,ID,113,415,0,1,30,183.8,102,183.4,123,235.0,52,11.6,7,0,0
2509,OR,99,408,0,0,0,256.4,44,214.5,105,233.7,75,7.9,1,3,1
2510,WI,103,415,0,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1,0
2511,WV,177,408,0,0,0,227.8,81,161.8,97,217.0,106,8.0,5,1,0
2512,SC,149,415,0,1,20,147.8,132,276.8,94,149.9,110,10.2,6,0,0
2513,CT,160,415,0,0,0,234.9,136,270.8,134,219.3,101,13.9,2,1,1
2514,NV,116,408,0,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2,0
2515,MI,148,415,1,0,0,233.5,81,187.7,71,122.3,97,9.6,2,0,1
2516,MT,147,415,0,1,35,197.3,134,141.1,99,212.1,90,10.1,4,2,1
2517,NE,95,510,0,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0,0
2518,UT,201,510,0,0,0,212.7,72,225.2,90,195.1,99,7.0,6,1,0
2519,WV,80,415,0,0,0,151.5,89,131.7,78,235.3,131,11.8,4,0,0
2520,AR,122,415,1,0,0,146.3,117,218.7,93,236.0,97,11.5,5,1,0
2521,MT,132,408,0,0,0,195.1,100,148.8,95,224.5,117,6.7,2,0,0
2522,UT,83,510,0,0,0,208.9,71,214.8,92,247.9,108,13.0,5,1,0
2523,HI,99,408,0,0,0,135.7,107,208.4,103,209.0,95,8.8,3,7,1
2524,KS,84,415,0,0,0,225.9,86,275.6,105,201.4,108,14.3,3,3,1
2525,OH,87,510,0,0,0,153.3,106,224.5,117,273.4,152,8.9,5,2,0
2526,IN,7,415,0,0,0,206.7,87,281.1,83,158.5,77,11.0,5,3,0
2527,OR,89,415,0,1,12,188.0,105,151.3,107,201.9,132,10.5,3,2,0
2528,NY,131,408,1,0,0,122.3,83,118.8,94,147.9,95,13.7,3,3,1
2529,VA,105,415,0,0,0,259.3,96,175.2,97,222.4,36,12.0,5,3,0
2530,MI,108,408,1,0,0,115.1,114,211.3,70,136.1,85,13.8,3,2,1
2531,ID,47,415,0,1,28,172.9,109,137.6,94,203.8,109,8.3,6,1,0
2532,MO,101,415,1,0,0,156.4,116,130.4,114,207.3,109,7.3,5,1,0
2533,AL,182,415,0,1,24,128.1,104,143.4,127,191.0,98,11.6,3,1,0
2534,VT,128,408,0,0,0,227.9,130,302.6,71,191.5,82,5.5,7,1,1
2535,AZ,69,415,0,1,31,194.9,63,191.6,90,153.0,129,13.2,2,2,0
2536,VA,113,408,0,1,34,44.9,63,134.2,82,168.4,118,13.3,3,1,0
2537,PA,87,408,0,1,30,262.8,114,215.8,130,154.8,88,7.8,2,0,0
2538,CO,71,415,0,0,0,211.2,70,252.7,122,225.8,104,12.3,3,0,0
2539,NJ,87,510,0,0,0,223.2,109,127.5,86,289.3,83,14.5,4,3,0
2540,IL,117,408,0,0,0,119.0,82,187.5,108,189.3,97,11.5,3,1,0
2541,WA,177,415,0,0,0,266.1,91,225.2,79,224.7,58,8.9,8,3,1
2542,OH,66,415,0,0,0,170.5,103,254.3,77,197.3,138,10.5,2,2,0
2543,MO,110,415,0,0,0,178.5,124,146.9,141,217.1,102,9.9,7,1,0
2544,MD,204,510,0,0,0,205.2,145,154.8,95,191.4,77,14.1,5,3,0
2545,OH,32,415,0,1,31,232.8,97,183.5,111,206.8,111,13.0,2,0,0
2546,VA,133,408,0,1,39,239.9,107,253.8,77,128.7,85,6.7,3,5,0
2547,FL,185,408,0,0,0,55.6,97,288.7,83,111.2,110,12.1,3,2,0
2548,NY,91,510,0,0,0,109.8,100,189.6,104,206.7,85,11.1,3,1,0
2549,WV,131,415,0,0,0,196.1,89,185.5,87,250.0,132,5.2,6,2,0
2550,LA,153,510,0,0,0,166.8,127,143.5,121,210.7,130,11.8,4,0,0
2551,AL,141,408,0,0,0,242.8,90,234.1,80,211.5,104,6.0,3,5,0
2552,TX,169,408,0,0,0,266.7,105,158.2,88,287.7,111,13.8,3,3,1
2553,ND,127,415,0,1,23,182.0,80,216.1,85,156.9,82,9.8,4,1,0
2554,CO,57,415,0,0,0,85.9,92,193.9,127,231.5,93,10.1,2,0,0
2555,LA,123,415,0,1,33,146.6,87,114.8,59,220.4,99,2.9,7,0,0
2556,MT,103,510,0,1,35,110.5,101,208.3,81,87.4,77,13.9,2,4,1
2557,OR,101,415,0,0,0,118.6,89,199.6,97,53.3,61,11.5,5,1,0
2558,NH,123,415,0,1,22,197.6,105,80.0,86,120.8,82,15.6,12,2,0
2559,NE,78,510,0,1,32,210.3,116,192.2,83,246.1,92,10.8,4,6,0
2560,WV,101,415,0,1,28,220.3,96,285.8,72,203.0,111,9.4,6,4,0
2561,MA,67,415,0,1,34,161.7,114,207.6,115,205.7,114,9.2,4,0,0
2562,KY,64,415,1,0,0,146.7,83,148.3,91,238.6,69,12.5,3,3,0
2563,WV,173,510,0,0,0,109.4,103,101.3,111,167.3,106,7.8,7,1,0
2564,KY,135,510,0,0,0,144.1,115,249.8,68,211.4,82,13.6,3,1,0
2565,NJ,75,415,0,1,42,248.9,93,170.8,108,104.5,91,11.2,8,1,0
2566,ME,88,415,0,0,0,85.7,112,221.6,70,190.6,75,11.6,3,4,1
2567,TX,112,415,0,0,0,214.8,112,209.7,104,164.4,97,9.4,5,3,0
2568,MN,113,408,0,0,0,158.9,137,242.8,109,247.8,97,6.5,4,0,0
2569,VA,121,510,0,1,28,110.0,94,141.5,76,237.3,87,6.4,3,2,0
2570,DC,70,415,0,0,0,152.8,145,183.6,102,151.8,75,10.5,2,1,0
2571,MD,90,415,0,0,0,145.6,103,197.1,137,294.5,83,10.5,4,0,0
2572,RI,39,408,0,0,0,93.3,83,199.6,114,206.2,104,6.5,4,0,0
2573,MA,142,408,0,0,0,216.8,134,187.8,106,138.1,108,8.3,2,0,0
2574,MD,176,408,0,0,0,201.9,101,154.7,78,164.4,79,9.0,2,1,0
2575,NM,105,408,0,0,0,146.4,81,225.1,80,230.1,117,8.5,2,1,0
2576,MN,57,415,0,0,0,272.7,74,224.9,85,178.2,104,10.5,3,2,1
2577,AZ,88,415,0,0,0,172.8,81,193.4,90,89.6,107,12.8,5,2,0
2578,AL,95,408,0,0,0,190.2,119,157.1,70,181.5,120,14.0,6,0,0
2579,MI,147,415,0,0,0,130.6,83,208.1,144,204.6,72,15.6,3,3,0
2580,SC,101,415,0,0,0,158.4,92,188.0,117,219.7,125,13.5,4,4,1
2581,MS,115,415,0,0,0,166.5,111,236.2,98,205.6,92,15.6,2,1,0
2582,MS,103,415,0,0,0,129.3,103,202.8,89,233.0,126,12.9,2,2,0
2583,CA,82,415,0,0,0,199.3,112,193.4,120,254.4,117,7.0,10,0,0
2584,MD,141,415,0,0,0,185.1,126,233.0,98,152.2,106,9.1,7,0,0
2585,ND,149,408,0,0,0,175.4,80,197.4,127,188.2,102,9.7,2,2,0
2586,IL,131,510,0,0,0,263.4,123,151.9,74,218.5,101,10.7,2,2,0
2587,SD,119,510,0,0,0,94.2,108,264.1,100,203.7,79,7.3,3,1,0
2588,AL,112,510,0,0,0,189.4,83,219.0,89,168.0,116,7.1,8,3,0
2589,NV,116,510,0,1,35,118.0,103,167.2,106,205.7,102,11.8,2,2,0
2590,LA,94,415,0,0,0,212.1,98,189.4,89,352.2,95,8.4,5,3,0
2591,DE,114,415,0,1,31,222.8,98,180.5,105,151.3,101,13.0,4,0,0
2592,CT,63,408,0,1,25,190.0,137,116.6,76,141.5,110,12.2,2,1,0
2593,CO,130,408,0,0,0,271.8,129,237.2,128,210.1,91,8.7,2,4,1
2594,MA,122,408,0,1,29,195.4,83,268.2,93,168.0,95,8.4,6,3,0
2595,OR,166,510,0,0,0,199.6,93,214.3,99,196.8,110,7.2,5,3,0
2596,SC,78,415,0,1,21,160.6,85,223.1,79,124.0,92,9.5,1,2,0
2597,IN,148,415,0,1,26,158.7,91,160.5,127,218.3,88,9.9,3,1,0
2598,MD,154,510,0,0,0,154.5,122,214.2,71,178.0,105,12.0,2,3,1
2599,NV,110,408,0,1,34,192.3,114,129.3,114,136.3,102,6.3,12,1,0
2600,TX,75,415,0,0,0,305.1,106,188.0,115,235.4,116,8.5,5,0,1
2601,WV,113,510,0,0,0,72.5,88,204.0,112,117.9,118,6.6,3,1,0
2602,CO,181,510,0,1,40,105.2,61,341.3,79,165.7,97,6.3,3,2,0
2603,TX,51,415,0,0,0,180.5,88,134.7,102,170.7,97,10.0,3,2,0
2604,FL,102,408,0,1,29,214.7,86,314.3,109,280.2,110,14.3,2,0,0
2605,AL,107,408,0,0,0,86.8,95,108.1,85,204.3,87,13.2,3,1,0
2606,WV,88,510,0,0,0,131.5,99,174.8,128,184.2,83,7.9,2,5,1
2607,MI,82,415,0,0,0,135.4,102,237.1,122,118.3,91,17.5,4,0,0
2608,NY,204,415,0,0,0,174.3,85,254.1,95,176.4,96,5.9,3,6,0
2609,MS,130,510,0,0,0,203.9,63,191.8,93,132.5,125,12.1,4,3,0
2610,MO,174,510,0,0,0,235.5,108,142.3,143,316.7,131,12.5,5,0,0
2611,AR,129,415,0,0,0,157.0,113,256.9,97,185.5,126,12.1,2,2,0
2612,MS,190,415,1,0,0,111.9,55,223.0,124,243.2,81,10.0,7,3,0
2613,NY,54,510,1,0,0,236.3,91,152.8,130,160.3,98,11.2,8,3,0
2614,SD,78,408,0,0,0,163.6,88,283.4,93,262.1,108,8.6,9,0,0
2615,AK,100,415,0,1,29,213.6,127,175.9,82,207.2,100,8.9,3,1,0
2616,WV,70,510,0,1,30,143.4,72,170.0,92,127.9,68,9.4,4,3,0
2617,VA,117,408,0,0,0,97.1,98,228.0,131,240.0,111,10.6,3,1,0
2618,MS,68,415,0,0,0,94.1,93,147.6,80,213.5,85,10.1,2,0,0
2619,SD,27,510,0,0,0,226.3,95,274.3,109,242.7,119,8.2,3,2,1
2620,AL,181,415,0,1,27,190.3,93,249.0,127,215.7,82,10.6,4,1,0
2621,ME,112,415,0,0,0,185.4,114,191.4,119,144.0,78,10.0,11,2,0
2622,GA,93,415,0,0,0,179.5,121,191.9,131,165.5,125,12.0,4,0,0
2623,AZ,102,408,0,0,0,158.0,94,207.9,100,190.4,120,10.1,10,0,0
2624,MA,93,415,0,0,0,173.0,131,190.4,108,290.0,66,10.4,2,0,0
2625,AZ,107,415,0,1,32,134.2,101,211.9,145,167.6,138,8.2,5,1,0
2626,IN,100,415,0,1,32,125.2,123,230.9,101,192.0,106,12.6,9,3,0
2627,DE,115,415,0,0,0,195.9,111,227.0,108,313.2,113,13.2,1,2,0
2628,WI,63,510,0,1,13,214.2,61,181.2,88,174.0,68,10.3,2,0,0
2629,ME,57,415,0,0,0,221.1,101,236.7,65,252.3,137,9.5,1,0,0
2630,DC,119,408,0,1,26,132.0,100,173.3,121,203.5,108,11.6,5,1,0
2631,GA,73,408,0,0,0,157.6,92,198.3,87,364.9,106,9.1,4,1,0
2632,HI,98,408,0,1,30,110.3,71,182.4,108,183.8,88,11.0,8,2,0
2633,VA,139,415,1,0,0,161.5,121,192.9,137,168.3,96,11.2,13,0,0
2634,NY,31,408,0,1,28,171.8,116,240.7,125,245.5,80,10.6,7,1,0
2635,PA,129,510,0,1,32,211.0,99,155.1,89,234.8,96,11.4,5,1,0
2636,AR,115,415,0,0,0,139.3,89,192.3,95,151.0,75,9.3,3,7,1
2637,HI,108,415,0,0,0,291.6,99,221.1,93,229.2,110,14.0,9,2,1
2638,DE,139,408,0,0,0,139.0,110,132.9,93,272.0,120,12.1,1,0,0
2639,WV,102,408,0,0,0,234.8,125,199.2,99,163.2,88,10.0,1,4,0
2640,OK,149,408,0,0,0,187.6,83,201.4,81,264.2,79,8.8,1,1,0
2641,OR,113,415,0,0,0,159.8,143,210.1,93,175.1,86,13.1,7,2,0
2642,ND,131,408,0,1,33,177.1,100,194.0,85,253.4,124,5.2,5,1,0
2643,MO,83,408,0,0,0,117.9,101,160.4,92,235.3,150,11.4,10,0,0
2644,AR,96,415,0,1,21,247.6,95,256.3,150,158.6,72,10.8,6,2,0
2645,GA,98,408,0,0,0,169.9,77,138.3,155,142.6,105,8.5,7,1,0
2646,TN,3,415,0,0,0,185.0,120,203.7,129,170.5,89,14.1,3,3,0
2647,MA,77,408,0,1,17,204.9,84,201.0,102,219.7,97,11.3,5,0,0
2648,ND,75,408,0,1,24,225.5,119,182.0,108,270.9,106,9.4,2,3,0
2649,IA,40,510,0,0,0,169.7,115,141.4,123,253.0,115,10.5,3,4,1
2650,NJ,108,415,0,0,0,239.3,102,223.4,127,251.4,104,10.6,6,0,0
2651,MT,100,415,0,0,0,113.3,96,197.9,89,284.5,93,11.7,2,4,1
2652,AL,16,415,0,0,0,161.9,100,230.1,138,148.8,78,10.2,11,3,0
2653,NY,115,510,0,1,16,133.3,110,185.7,111,161.5,113,5.6,4,2,0
2654,PA,108,510,0,1,25,170.7,88,109.9,113,165.7,99,8.7,1,3,0
2655,NC,161,415,0,0,0,322.3,100,230.4,135,241.5,104,7.8,5,2,1
2656,CT,147,415,0,0,0,124.4,74,320.9,78,157.2,126,10.4,4,2,0
2657,MO,107,415,0,0,0,146.9,94,114.3,111,114.5,97,11.4,5,3,0
2658,WV,120,510,0,0,0,192.6,123,206.4,105,283.2,93,10.8,3,1,0
2659,NJ,107,408,0,1,36,96.3,83,179.6,91,166.3,121,10.3,2,1,0
2660,AK,58,510,0,0,0,131.9,96,167.6,107,205.9,106,14.7,5,3,0
2661,LA,91,408,0,0,0,147.2,121,175.2,87,136.3,80,13.3,3,2,0
2662,AL,13,415,0,0,0,143.1,139,239.6,88,221.7,123,7.1,5,2,0
2663,IN,104,408,0,0,0,280.4,127,179.4,79,150.6,77,15.2,6,5,0
2664,MA,93,415,0,1,31,237.2,85,213.1,100,192.7,87,10.7,4,1,0
2665,DE,95,510,0,0,0,184.2,95,181.6,101,143.4,113,12.8,4,2,0
2666,SC,104,415,0,0,0,109.1,141,187.1,140,216.6,100,10.0,4,3,0
2667,NH,35,408,0,0,0,138.1,115,158.2,82,215.7,118,10.3,2,5,1
2668,MS,143,510,0,0,0,155.4,112,290.9,92,228.4,91,13.9,5,1,0
2669,NM,62,415,0,0,0,245.3,91,122.9,130,228.4,102,8.5,4,4,0
2670,WA,60,415,1,0,0,205.9,97,277.4,117,202.0,139,11.0,2,0,1
2671,ME,56,408,0,0,0,221.9,112,278.2,122,288.1,85,7.1,5,0,1
2672,NM,183,415,0,0,0,190.0,100,246.6,78,304.2,107,9.5,4,1,0
2673,AZ,94,415,0,0,0,220.8,111,156.2,67,187.9,89,10.5,4,2,0
2674,CT,73,415,0,1,47,173.7,117,204.0,114,174.6,94,6.3,3,2,0
2675,IL,123,408,0,0,0,114.8,94,150.0,104,268.6,119,9.6,4,2,0
2676,IN,64,408,0,0,0,113.8,97,192.3,97,214.9,89,10.4,1,3,0
2677,AR,127,415,1,0,0,143.2,60,179.5,159,171.8,122,6.2,4,4,1
2678,RI,33,415,0,0,0,184.4,111,203.8,110,237.4,100,9.3,5,3,0
2679,NH,123,408,0,0,0,224.0,99,210.7,80,231.9,75,2.1,5,0,0
2680,NV,148,510,0,0,0,216.2,95,185.7,105,300.0,143,10.0,5,2,0
2681,UT,81,415,0,0,0,129.9,121,230.1,105,140.5,123,13.3,3,0,0
2682,MI,52,415,0,0,0,204.4,97,273.2,128,179.6,118,11.0,5,1,0
2683,WI,91,408,0,1,44,216.6,101,173.1,98,242.1,95,9.1,3,1,0
2684,NH,152,510,0,0,0,228.1,93,136.4,106,197.3,107,9.0,2,1,0
2685,TX,201,415,0,0,0,225.9,110,299.1,86,251.3,81,11.2,4,1,1
2686,ID,78,415,0,0,0,103.5,115,117.9,102,201.0,94,12.0,3,4,1
2687,CT,67,415,0,0,0,115.5,70,252.2,143,208.9,91,7.5,6,0,0
2688,NH,100,408,0,0,0,218.8,125,148.3,102,277.8,97,9.7,6,1,0
2689,WY,41,510,0,0,0,223.8,67,244.8,74,223.8,156,12.3,5,3,0
2690,OR,133,415,0,0,0,143.8,71,184.0,131,275.5,132,12.9,4,3,0
2691,SC,36,408,0,1,43,29.9,123,129.1,117,325.9,105,8.6,6,2,0
2692,MD,51,510,0,1,28,276.7,121,203.7,99,246.2,88,8.3,3,0,0
2693,NM,84,408,0,1,41,153.9,102,140.7,117,217.7,101,12.8,5,1,0
2694,LA,91,415,0,0,0,190.5,128,205.5,103,130.7,63,13.8,5,0,0
2695,UT,110,408,0,0,0,192.6,102,178.9,118,214.6,74,9.4,4,1,0
2696,DE,121,408,0,0,0,215.6,74,192.9,98,144.0,103,10.1,4,5,0
2697,WV,109,415,0,0,0,180.0,100,229.0,103,139.4,105,7.8,8,3,0
2698,KY,95,510,0,0,0,157.3,116,197.5,77,128.2,111,8.4,4,2,0
2699,NC,72,415,0,0,0,196.5,88,158.6,129,269.3,118,6.8,3,0,0
2700,WV,73,415,0,0,0,240.3,130,162.5,83,231.9,136,11.9,3,0,0
2701,AZ,108,415,0,0,0,193.3,126,154.7,85,174.8,98,9.4,6,3,0
2702,WV,58,408,0,1,39,211.9,40,274.4,76,210.5,139,5.4,4,1,0
2703,WA,76,510,1,0,0,246.8,110,206.3,63,208.4,123,13.2,5,0,1
2704,ID,103,415,0,0,0,174.7,151,148.0,56,168.2,109,15.8,3,6,1
2705,CT,87,415,0,0,0,240.0,83,134.1,106,189.1,84,9.3,2,0,1
2706,OK,35,510,0,1,37,181.2,76,177.6,98,228.0,136,5.0,3,2,0
2707,IA,88,415,0,0,0,113.7,67,165.1,127,141.5,142,10.8,3,1,0
2708,ID,77,510,0,1,29,211.1,89,223.5,97,148.4,106,9.7,9,2,0
2709,SD,30,415,0,0,0,247.4,107,175.9,76,287.4,90,11.3,2,0,0
2710,DE,53,415,0,1,32,131.2,63,227.4,125,178.9,105,12.8,2,2,0
2711,WA,152,510,0,0,0,161.4,84,163.6,88,153.2,121,11.8,5,1,0
2712,MN,59,408,0,1,32,211.9,120,202.9,136,213.5,95,8.8,5,1,0
2713,WA,143,510,0,0,0,160.4,120,285.9,104,182.5,85,6.9,4,3,0
2714,PA,142,510,0,1,40,230.7,101,256.8,88,263.9,92,6.4,3,1,0
2715,ID,105,408,0,0,0,232.6,96,253.4,117,154.0,101,10.5,9,1,0
2716,MS,111,408,0,0,0,294.7,90,294.6,72,260.1,121,10.8,3,1,1
2717,WA,143,510,0,0,0,133.4,107,223.9,117,180.4,85,10.2,13,1,0
2718,DC,93,408,0,1,22,306.2,123,189.7,83,240.3,107,11.7,2,0,0
2719,KY,79,415,0,0,0,236.8,135,186.4,87,126.9,112,10.4,5,2,0
2720,TN,93,510,1,0,0,168.4,114,276.0,127,196.2,48,11.4,3,1,0
2721,ID,103,415,0,0,0,70.9,134,134.5,112,168.8,164,12.0,6,2,0
2722,WI,93,415,0,0,0,152.1,141,215.5,107,262.4,111,12.0,7,1,0
2723,OK,149,510,1,0,0,180.9,79,194.9,83,197.8,109,8.8,9,3,0
2724,WV,23,510,0,1,31,156.6,84,161.5,96,294.6,107,9.4,6,1,0
2725,SD,221,510,0,1,24,180.5,85,224.1,92,205.7,103,2.4,3,0,0
2726,KS,164,510,0,1,30,238.8,100,230.0,121,206.3,66,13.2,8,1,0
2727,NC,104,415,0,1,18,182.1,66,213.6,65,193.0,108,13.4,9,2,0
2728,NY,150,415,0,1,35,139.6,72,332.8,170,213.8,105,8.8,2,2,0
2729,WI,184,408,0,1,12,200.3,76,253.6,105,149.3,93,10.2,5,0,0
2730,SC,88,408,0,0,0,153.5,94,251.7,118,182.2,99,8.5,6,1,0
2731,UT,61,415,1,1,29,128.2,119,171.7,83,250.9,114,11.7,6,3,0
2732,NC,110,408,0,0,0,159.5,145,202.3,101,256.0,96,16.7,2,2,0
2733,IN,115,415,0,0,0,226.4,101,276.8,60,213.4,82,12.3,4,3,1
2734,AR,33,408,0,0,0,251.9,81,194.6,96,211.2,87,8.4,3,2,0
2735,ME,100,510,0,0,0,264.5,117,194.0,111,262.7,111,7.5,4,2,1
2736,NY,209,415,0,0,0,153.7,105,188.6,87,200.8,95,10.7,2,0,0
2737,OR,27,510,0,0,0,232.1,81,210.8,101,165.4,87,15.0,6,5,0
2738,IL,117,415,0,0,0,201.9,86,212.3,96,176.9,98,7.8,10,1,0
2739,MA,87,408,0,0,0,186.9,79,182.6,105,143.1,90,4.2,14,1,0
2740,CT,129,510,0,1,27,196.6,89,180.6,95,245.0,83,6.6,5,1,0
2741,WI,142,510,0,0,0,232.1,102,168.2,110,197.3,120,9.9,3,1,0
2742,OK,112,415,0,0,0,166.0,79,74.6,100,247.9,74,6.3,7,0,0
2743,DE,75,510,0,1,28,200.6,96,164.1,111,169.6,153,2.5,5,1,0
2744,AZ,97,408,0,1,25,141.0,101,212.0,85,175.2,138,4.9,2,3,0
2745,AK,121,408,0,1,34,245.0,95,216.9,66,112.4,125,7.5,8,0,0
2746,MI,142,415,1,0,0,140.8,140,228.6,119,152.9,88,10.9,7,1,0
2747,WA,121,510,0,0,0,255.1,93,266.9,97,197.7,118,8.8,3,3,1
2748,SD,87,415,0,1,33,125.0,99,235.3,81,215.3,95,10.2,7,2,0
2749,SD,34,408,0,0,0,180.6,65,280.4,99,292.4,105,5.0,3,1,0
2750,AK,177,415,1,0,0,248.7,118,172.3,73,191.9,87,11.3,2,1,1
2751,MA,58,415,0,1,30,178.1,111,236.7,109,264.0,118,8.4,2,0,0
2752,AR,113,415,1,0,0,122.2,112,131.7,94,169.5,106,10.3,9,5,1
2753,KS,101,415,0,0,0,231.3,87,224.7,88,214.6,69,7.2,7,1,0
2754,OR,89,415,0,0,0,111.2,101,122.1,94,180.8,85,12.6,2,3,0
2755,NC,77,408,1,1,44,103.2,117,236.3,86,203.5,101,11.9,2,0,1
2756,OK,146,510,0,0,0,138.4,104,158.9,122,47.4,73,3.9,9,4,1
2757,NJ,93,415,0,0,0,146.3,85,216.6,95,233.0,82,11.5,3,0,0
2758,NM,55,415,0,0,0,132.0,103,279.6,114,180.0,74,13.5,4,0,0
2759,OH,88,408,0,0,0,274.6,105,161.1,121,194.4,123,9.2,4,2,0
2760,MI,63,510,0,0,0,185.3,87,225.3,87,194.3,93,11.7,3,0,0
2761,KS,127,415,0,1,24,154.8,69,177.2,105,207.6,102,9.0,4,1,0
2762,IL,57,415,0,1,30,179.2,105,283.2,83,228.1,77,14.7,5,1,0
2763,RI,138,510,1,0,0,286.2,61,187.2,60,146.2,114,11.0,4,2,1
2764,NY,171,415,0,0,0,137.5,110,198.1,109,292.7,131,13.3,5,2,0
2765,WY,148,408,0,0,0,243.0,115,191.8,91,117.8,93,13.4,5,2,0
2766,NC,127,510,0,0,0,134.9,79,221.5,114,113.8,118,15.0,2,1,0
2767,OR,61,415,0,0,0,234.2,76,216.7,108,130.6,122,13.9,2,1,0
2768,VT,131,415,0,0,0,175.1,73,171.9,116,131.1,94,7.3,6,1,0
